limite_credito,sexo,escolaridade,estado_civil,idade,status_pag_set,status_pag_ago,status_pag_jul,status_pag_jun,status_pag_mai,status_pag_abr,fatura_set,fatura_ago,fatura_jul,fatura_jun,fatura_mai,fatura_abr,pagamento_set,pagamento_ago,pagamento_jul,pagamento_jun,pagamento_mai,pagamento_abr,inadimplente,media_fatura,media_pagamento,taxa_utilizacao,qtd_atrasos,faixa_etaria,perfil_risco,cluster_kmeans,cluster_hierarquico
200000.0,Feminino,Graduação,Casado,40,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,1,390.0,390.0,0.002,0,36–45,Baixo,1,
200000.0,Masculino,Graduação,Casado,34,-1,-1,-1,-1,-1,0,170.0,1512.0,-15.0,1067.0,2176.0,3378.0,1525.0,0.0,1082.0,2179.0,2013.0,165.0,1,1381.33,1160.67,0.0069,0,26–35,Baixo,1,2.0
30000.0,Masculino,Graduação,Solteiro,37,0,-1,2,0,0,0,1197.0,2536.0,1100.0,710.0,320.0,-70.0,2600.0,0.0,0.0,0.0,0.0,1000.0,1,965.5,600.0,0.0322,1,36–45,Médio,1,
200000.0,Feminino,Graduação,Solteiro,46,0,0,0,0,0,0,121198.0,123834.0,136629.0,139504.0,142269.0,145250.0,4593.0,14955.0,5143.0,5166.0,5349.0,5538.0,0,134780.67,6790.67,0.6739,0,46–55,Médio,2,
200000.0,Masculino,Pós-graduação,Solteiro,26,-2,-2,-1,0,0,0,0.0,1516.0,11533.0,9463.0,3884.0,3033.0,1516.0,11533.0,189.0,1000.0,2050.0,11300.0,0,4904.83,4598.0,0.0245,0,26–35,Baixo,1,2.0
240000.0,Feminino,Graduação,Solteiro,26,0,0,0,0,0,0,138859.0,136521.0,135459.0,117308.0,107928.0,103799.0,5308.0,4915.0,4100.0,4000.0,4002.0,4000.0,1,123312.33,4387.5,0.5138,0,26–35,Médio,0,2.0
40000.0,Feminino,Graduação,Casado,24,2,2,2,2,2,0,28953.0,35389.0,34205.0,39361.0,35125.0,35890.0,6918.0,0.0,6000.0,0.0,2000.0,5000.0,1,34820.5,3319.67,0.8705,5,Até 25,Alto,3,
140000.0,Masculino,Pós-graduação,Solteiro,31,0,0,0,-2,-2,-2,97448.0,70631.0,0.0,0.0,0.0,0.0,1413.0,0.0,0.0,0.0,0.0,0.0,0,28013.17,235.5,0.2001,0,26–35,Baixo,1,
50000.0,Masculino,Graduação,Solteiro,35,0,0,0,0,0,0,50497.0,49289.0,36295.0,20067.0,20197.0,20202.0,2011.0,5009.0,2000.0,1000.0,1500.0,3000.0,0,32757.83,2420.0,0.6552,0,26–35,Médio,0,
50000.0,Feminino,Ensino Médio,Casado,48,0,0,0,0,0,0,38031.0,31677.0,27240.0,31505.0,25979.0,25925.0,2000.0,2000.0,5000.0,2000.0,21000.0,0.0,0,30059.5,5333.33,0.6012,0,46–55,Médio,0,2.0
160000.0,Feminino,Graduação,Solteiro,25,-1,-1,-1,0,-1,-1,227.0,0.0,354.0,355.0,47.0,605.0,861.0,354.0,1.0,48.0,906.0,0.0,0,264.67,361.67,0.0017,0,Até 25,Baixo,1,2.0
140000.0,Masculino,Pós-graduação,Solteiro,32,-1,-1,-2,-1,0,-1,12319.0,0.0,0.0,61.0,561.0,528.0,0.0,0.0,61.0,500.0,528.0,498.0,0,2244.83,264.5,0.016,0,26–35,Baixo,1,
240000.0,Feminino,Ensino Médio,Casado,28,0,0,0,0,0,0,230184.0,228640.0,227399.0,200357.0,197198.0,186551.0,9000.0,9000.0,7000.0,7000.0,6512.0,6000.0,1,211721.5,7418.67,0.8822,0,26–35,Alto,2,
230000.0,Feminino,Pós-graduação,Solteiro,29,-1,-1,-1,-1,-1,-1,495.0,466.0,3432.0,495.0,495.0,495.0,466.0,3461.0,495.0,495.0,495.0,0.0,0,979.67,902.0,0.0043,0,26–35,Baixo,1,2.0
200000.0,Feminino,Graduação,Solteiro,32,0,0,0,0,0,0,165074.0,170905.0,186093.0,188139.0,141208.0,144242.0,10000.0,20000.0,6000.0,5300.0,5500.0,4600.0,0,165943.5,8566.67,0.8297,0,26–35,Alto,2,
50000.0,Feminino,Pós-graduação,Casado,49,0,0,0,0,0,0,44767.0,45719.0,45665.0,49287.0,48290.0,50000.0,5001.0,2007.0,5003.0,303.0,3000.0,0.0,0,47288.0,2552.33,0.9458,0,46–55,Alto,0,
360000.0,Feminino,Pós-graduação,Solteiro,30,-1,-1,0,0,-1,-1,23725.0,45913.0,80945.0,54064.0,52342.0,33074.0,61137.0,79800.0,42015.0,53710.0,33074.0,119504.0,0,48343.83,64873.33,0.1343,0,26–35,Baixo,2,0.0
500000.0,Feminino,Pós-graduação,Casado,42,1,-2,-1,-1,-1,-1,0.0,0.0,1680.0,0.0,6745.0,0.0,0.0,1680.0,0.0,6745.0,0.0,756.0,0,1404.17,1530.17,0.0028,1,36–45,Médio,1,2.0
20000.0,Masculino,Ensino Médio,Solteiro,22,1,2,0,0,0,0,18977.0,18374.0,18458.0,18852.0,19546.0,21165.0,0.0,1680.0,1000.0,1000.0,2100.0,0.0,0,19228.67,963.33,0.9614,2,Até 25,Alto,0,
80000.0,Masculino,Graduação,Solteiro,30,2,2,2,2,2,2,73113.0,74639.0,75408.0,76618.0,77459.0,75327.0,3300.0,2600.0,3000.0,3000.0,1580.0,5800.0,0,75427.33,3213.33,0.9428,6,26–35,Alto,3,
30000.0,Feminino,Pós-graduação,Casado,44,-2,-2,-2,-2,-2,-2,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,102.67,0.0,0.0034,0,36–45,Baixo,1,
80000.0,Feminino,Graduação,Casado,35,0,0,0,0,0,0,14376.0,15689.0,16393.0,16724.0,17086.0,17431.0,1435.0,1139.0,470.0,500.0,490.0,544.0,0,16283.17,763.0,0.2035,0,26–35,Baixo,1,
30000.0,Feminino,Graduação,Casado,52,0,0,2,0,0,0,27101.0,30360.0,28002.0,23879.0,4178.0,0.0,4110.0,94.0,1879.0,84.0,0.0,0.0,0,18920.0,1027.83,0.6307,1,46–55,Médio,0,
200000.0,Feminino,Ensino Médio,Casado,48,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,46–55,Baixo,1,
240000.0,Masculino,Outros,Solteiro,29,0,0,0,0,0,0,219419.0,151914.0,159320.0,148705.0,134563.0,195628.0,7000.0,10082.0,8095.0,7015.0,67006.0,7026.0,0,168258.17,17704.0,0.7011,0,26–35,Médio,2,
280000.0,Masculino,Graduação,Solteiro,29,0,0,0,2,2,0,255317.0,259137.0,276794.0,281455.0,276403.0,234607.0,9439.0,22000.0,10694.0,0.0,8475.0,9266.0,1,263952.17,9979.0,0.9427,2,26–35,Alto,2,
170000.0,Feminino,Graduação,Solteiro,33,-1,-1,-2,-2,-2,-2,1547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,257.83,0.0,0.0015,0,26–35,Baixo,1,
100000.0,Feminino,Ensino Médio,Solteiro,44,0,0,0,0,0,0,89988.0,92388.0,94478.0,59387.0,60953.0,59786.0,3852.0,4135.0,2200.0,2521.0,2162.0,2697.0,0,76163.33,2927.83,0.7616,0,36–45,Médio,0,
70000.0,Feminino,Graduação,Solteiro,24,0,0,2,0,0,0,65508.0,50382.0,49271.0,50449.0,51636.0,53666.0,4000.0,0.0,2000.0,2000.0,3000.0,2000.0,1,53485.33,2166.67,0.7641,1,Até 25,Médio,0,
110000.0,Feminino,Graduação,Outros,27,0,0,0,0,0,0,91538.0,84348.0,78925.0,49341.0,50289.0,44221.0,3354.0,2745.0,2341.0,1959.0,5000.0,3000.0,0,66443.67,3066.5,0.604,0,26–35,Médio,0,
100000.0,Feminino,Ensino Médio,Solteiro,27,0,0,0,0,0,0,83587.0,85389.0,86981.0,81522.0,81171.0,79766.0,3151.0,3065.0,2892.0,2936.0,3000.0,3000.0,0,83069.33,3007.33,0.8307,0,26–35,Alto,0,3.0
80000.0,Masculino,Pós-graduação,Solteiro,39,2,2,2,2,0,0,78246.0,79404.0,80388.0,78128.0,75762.0,73873.0,3000.0,3001.0,0.0,2703.0,3100.0,8302.0,1,77633.5,3351.0,0.9704,4,36–45,Alto,3,
300000.0,Feminino,Graduação,Casado,33,-1,-1,-1,-1,0,-1,1496.0,1496.0,1496.0,2490.0,1996.0,1494.0,1500.0,1500.0,2494.0,1006.0,1498.0,2003.0,0,1744.67,1666.83,0.0058,0,26–35,Baixo,1,
150000.0,Feminino,Pós-graduação,Casado,40,-2,-2,-2,-2,-1,0,52097.0,30188.0,20242.0,5332.0,61826.0,5220.0,2000.0,1000.0,5003.0,61826.0,5000.0,20000.0,0,29150.83,15804.83,0.1943,0,36–45,Baixo,1,
150000.0,Masculino,Graduação,Solteiro,26,0,0,-1,0,0,0,69358.0,42457.0,92213.0,70406.0,70037.0,14461.0,4213.0,92457.0,5023.0,4311.0,7030.0,3054.0,0,59822.0,19348.0,0.3988,0,26–35,Baixo,0,2.0
10000.0,Masculino,Ensino Médio,Casado,52,1,2,0,0,0,0,6969.0,6712.0,7722.0,7875.0,8041.0,8357.0,0.0,1128.0,281.0,292.0,450.0,1415.0,1,7612.67,594.33,0.7613,2,46–55,Médio,0,
210000.0,Feminino,Pós-graduação,Solteiro,35,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0,136.67,136.67,0.0007,0,26–35,Baixo,1,
20000.0,Masculino,Graduação,Solteiro,25,0,0,0,0,0,0,19770.0,19463.0,20998.0,19468.0,36702.0,0.0,1465.0,4000.0,0.0,367.0,0.0,0.0,1,19400.17,972.0,0.97,0,Até 25,Alto,0,
20000.0,Masculino,Graduação,Casado,38,0,0,0,0,2,0,6715.0,7736.0,8745.0,9394.0,9101.0,9282.0,1287.0,1296.0,945.0,0.0,481.0,829.0,0,8495.5,806.33,0.4248,1,36–45,Médio,0,2.0
80000.0,Feminino,Ensino Médio,Casado,48,2,2,2,0,0,0,63695.0,33283.0,22442.0,15553.0,5593.0,1350.0,6056.0,652.0,517.0,0.0,27.0,5200.0,0,23652.67,2075.33,0.2957,3,46–55,Alto,3,
270000.0,Masculino,Graduação,Casado,49,-2,-2,-2,-2,-2,-2,-173.0,-173.0,-173.0,-173.0,-173.0,-173.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-173.0,0.0,0.0,0,46–55,Baixo,1,2.0
200000.0,Feminino,Pós-graduação,Casado,33,-2,-2,-1,0,0,-1,0.0,225.0,5628.0,5540.0,16378.0,4850.0,225.0,5628.0,23.0,16378.0,4850.0,2255.0,0,5436.83,4893.17,0.0272,0,26–35,Baixo,1,
200000.0,Masculino,Pós-graduação,Casado,34,-1,-1,-1,-1,-1,2,2727.0,1332.0,2003.0,816.0,4530.0,4245.0,1332.0,2003.0,816.0,4530.0,0.0,0.0,0,2608.83,1446.83,0.013,1,26–35,Médio,1,
10000.0,Masculino,Graduação,Solteiro,34,0,0,0,-1,0,0,9323.0,8708.0,0.0,9601.0,10005.0,9058.0,1000.0,0.0,9601.0,800.0,1000.0,1000.0,0,7782.5,2233.5,0.7782,0,26–35,Médio,0,3.0
360000.0,Masculino,Pós-graduação,Solteiro,34,-1,-1,0,0,0,0,5275.0,24267.0,33473.0,51900.0,30424.0,48646.0,24267.0,10000.0,20000.0,3003.0,20000.0,30000.0,0,32330.83,17878.33,0.0898,0,26–35,Baixo,1,
20000.0,Masculino,Graduação,Casado,40,1,2,0,0,0,0,20138.0,19531.0,18867.0,19253.0,20003.0,19470.0,0.0,1146.0,532.0,900.0,781.0,0.0,1,19543.67,559.83,0.9772,2,36–45,Alto,0,3.0
40000.0,Feminino,Pós-graduação,Casado,27,0,0,0,0,0,0,40856.0,39045.0,39825.0,38847.0,31535.0,32159.0,2023.0,1803.0,1425.0,1293.0,1300.0,1339.0,0,37044.5,1530.5,0.9261,0,26–35,Alto,0,3.0
110000.0,Masculino,Ensino Médio,Casado,50,0,0,0,0,0,0,109192.0,106322.0,67727.0,47313.0,47255.0,47255.0,4300.0,3000.0,2000.0,1700.0,1800.0,1664.0,0,70844.0,2410.67,0.644,0,46–55,Médio,0,
50000.0,Masculino,Ensino Médio,Casado,50,0,0,0,2,0,0,63889.0,65512.0,68764.0,14353.0,16110.0,17832.0,2800.0,4000.0,0.0,2000.0,2000.0,1000.0,0,41076.67,1966.67,0.8215,1,46–55,Alto,0,2.0
100000.0,Feminino,Pós-graduação,Solteiro,28,0,0,0,0,0,0,46430.0,47679.0,48783.0,49981.0,44211.0,48568.0,2000.0,2000.0,2000.0,1514.0,5000.0,0.0,0,47608.67,2085.67,0.4761,0,26–35,Baixo,0,
50000.0,Masculino,Graduação,Solteiro,21,0,0,0,0,0,0,21023.0,27270.0,11342.0,8305.0,7288.0,0.0,3000.0,1000.0,0.0,0.0,0.0,0.0,0,12538.0,666.67,0.2508,0,Até 25,Baixo,0,
30000.0,Feminino,Ensino Médio,Casado,23,2,2,0,0,2,2,15955.0,15410.0,17149.0,18362.0,18919.0,19161.0,0.0,2000.0,1500.0,1000.0,700.0,0.0,1,17492.67,866.67,0.5831,4,Até 25,Alto,3,
20000.0,Masculino,Pós-graduação,Solteiro,23,2,2,2,2,2,2,7040.0,7897.0,7622.0,8294.0,8016.0,9382.0,1128.0,0.0,800.0,0.0,1500.0,815.0,1,8041.83,707.17,0.4021,6,Até 25,Alto,3,1.0
100000.0,Masculino,Graduação,Casado,44,2,2,2,2,0,0,30094.0,31111.0,31407.0,30603.0,31411.0,32089.0,1800.0,1100.0,0.0,1300.0,1200.0,1400.0,1,31119.17,1133.33,0.3112,4,36–45,Alto,3,
80000.0,Feminino,Graduação,Casado,24,-1,0,0,-1,-1,-2,1462.0,2472.0,0.0,492.0,0.0,0.0,1502.0,0.0,492.0,0.0,0.0,0.0,0,737.67,332.33,0.0092,0,Até 25,Baixo,1,2.0
120000.0,Masculino,Pós-graduação,Solteiro,29,0,0,0,0,0,0,118303.0,98232.0,150952.0,77639.0,79966.0,61248.0,3358.0,3400.0,6000.0,3200.0,4000.0,845.0,1,97723.33,3467.17,0.8144,0,26–35,Alto,0,
30000.0,Masculino,Graduação,Solteiro,36,-1,-1,2,-1,-1,-1,3024.0,3462.0,390.0,240.0,2150.0,780.0,3462.0,0.0,240.0,2300.0,780.0,0.0,0,1674.33,1130.33,0.0558,1,36–45,Médio,1,
80000.0,Masculino,Outros,Casado,25,-2,-2,-2,-1,0,0,59366.0,49079.0,0.0,16638.0,18367.0,33081.0,15027.0,0.0,16638.0,2000.0,15081.0,0.0,0,29421.83,8124.33,0.3678,0,Até 25,Baixo,0,
170000.0,Feminino,Pós-graduação,Solteiro,30,1,-2,-1,-1,-2,-2,0.0,0.0,550.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,1,91.67,91.67,0.0005,1,26–35,Médio,1,
20000.0,Masculino,Pós-graduação,Casado,40,0,0,0,0,0,0,30832.0,17896.0,17258.0,18981.0,19496.0,18594.0,3500.0,1500.0,2000.0,800.0,800.0,700.0,0,20509.5,1550.0,1.0,0,36–45,Alto,0,
50000.0,Feminino,Ensino Médio,Casado,36,0,0,0,0,0,0,46311.0,47579.0,47897.0,28263.0,8548.0,8906.0,2014.0,1332.0,698.0,310.0,500.0,330.0,0,31250.67,864.0,0.625,0,36–45,Médio,0,3.0
300000.0,Feminino,Pós-graduação,Casado,31,0,0,0,0,0,0,149893.0,152529.0,152882.0,113347.0,114554.0,116357.0,7000.0,6000.0,4084.0,4056.0,4300.0,6609.0,0,133260.33,5341.5,0.4442,0,26–35,Baixo,2,
20000.0,Feminino,Pós-graduação,Solteiro,26,2,2,2,2,2,2,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1,300.0,0.0,0.015,6,26–35,Alto,3,
130000.0,Masculino,Graduação,Solteiro,29,0,0,0,0,0,0,29252.0,30086.0,30680.0,30797.0,31147.0,31996.0,2000.0,1793.0,1300.0,1223.0,1851.0,1000.0,0,30659.67,1527.83,0.2358,0,26–35,Baixo,1,
500000.0,Feminino,Graduação,Casado,41,-1,-1,-1,-1,2,2,2503.0,613.0,2339.0,4333.0,1285.0,1969.0,1043.0,4401.0,3150.0,0.0,1000.0,498.0,0,2173.67,1682.0,0.0043,2,36–45,Médio,1,
30000.0,Masculino,Graduação,Solteiro,41,-1,0,0,0,3,2,9736.0,10453.0,11771.0,13032.0,12538.0,12187.0,1182.0,1500.0,1761.0,0.0,0.0,1100.0,0,11619.5,923.83,0.3873,2,36–45,Médio,0,
180000.0,Feminino,Graduação,Casado,41,0,0,0,0,0,0,139184.0,141752.0,122164.0,111328.0,113890.0,116823.0,6411.0,6000.0,5000.0,4500.0,5000.0,4200.0,0,124190.17,5185.17,0.6899,0,36–45,Médio,0,
340000.0,Masculino,Pós-graduação,Solteiro,33,-1,-1,-1,-1,0,-1,8427.0,10289.0,9452.0,22630.0,8819.0,9327.0,10300.0,9461.0,22676.0,8007.0,9336.0,32776.0,0,11490.67,15426.0,0.0338,0,26–35,Baixo,1,
480000.0,Feminino,Pós-graduação,Solteiro,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,26–35,Médio,1,
80000.0,Feminino,Graduação,Solteiro,30,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,26–35,Médio,1,
140000.0,Feminino,Ensino Médio,Solteiro,24,0,0,0,0,0,0,20923.0,19713.0,19385.0,19244.0,17185.0,36377.0,1633.0,1600.0,800.0,1753.0,20000.0,938.0,0,22137.83,4454.0,0.1581,0,Até 25,Baixo,1,
180000.0,Feminino,Ensino Médio,Solteiro,30,0,0,0,0,0,0,105873.0,90251.0,62144.0,56728.0,52918.0,20856.0,5000.0,3500.0,1000.0,1420.0,1000.0,500.0,0,64795.0,2070.0,0.36,0,26–35,Baixo,0,
30000.0,Feminino,Graduação,Solteiro,30,0,0,2,0,0,0,16570.0,18989.0,18387.0,22047.0,23691.0,25547.0,3000.0,0.0,4000.0,2000.0,2250.0,1500.0,0,20871.83,2125.0,0.6957,1,26–35,Médio,0,
290000.0,Masculino,Pós-graduação,Outros,55,0,0,2,0,0,0,7970.0,10320.0,10005.0,10838.0,11663.0,13301.0,2482.0,0.0,1000.0,1000.0,2000.0,2000.0,1,10682.83,1413.67,0.0368,1,46–55,Médio,1,
110000.0,Feminino,Ensino Médio,Solteiro,45,0,0,0,0,0,0,9242.0,9484.0,13922.0,18766.0,28498.0,30667.0,5000.0,5000.0,5000.0,10000.0,5000.0,5000.0,0,18429.83,5833.33,0.1675,0,36–45,Baixo,1,
60000.0,Masculino,Pós-graduação,Solteiro,25,0,0,0,0,0,0,24200.0,34708.0,25326.0,27914.0,30476.0,31982.0,11000.0,2000.0,3000.0,3000.0,2000.0,2000.0,0,29101.0,3833.33,0.485,0,Até 25,Baixo,0,
80000.0,Feminino,Pós-graduação,Casado,35,-1,2,-1,-1,-1,-1,3614.0,82.0,3723.0,303.0,662.0,3295.0,0.0,3723.0,891.0,662.0,3295.0,1088.0,0,1946.5,1609.83,0.0243,1,26–35,Médio,1,
110000.0,Masculino,Pós-graduação,Solteiro,25,0,0,0,0,0,0,64155.0,65743.0,66533.0,67677.0,39066.0,39884.0,2621.0,2123.0,1952.0,2000.0,1468.0,800.0,0,57176.33,1827.33,0.5198,0,Até 25,Médio,0,
20000.0,Masculino,Graduação,Casado,42,1,2,0,0,0,0,17614.0,17042.0,18052.0,18562.0,18814.0,19500.0,0.0,1300.0,810.0,700.0,1000.0,900.0,1,18264.0,785.0,0.9132,2,36–45,Alto,0,
150000.0,Masculino,Ensino Médio,Solteiro,31,-1,-1,-1,-1,-1,-1,4213.0,5897.0,2365.0,5004.0,5531.0,3567.0,5914.0,2378.0,5019.0,5547.0,3576.0,5138.0,0,4429.5,4595.33,0.0295,0,26–35,Baixo,1,
240000.0,Feminino,Ensino Médio,Casado,44,-1,-1,-1,-1,0,-1,24469.0,11511.0,4670.0,17480.0,5489.0,7740.0,11511.0,4670.0,17480.0,0.0,7740.0,6788.0,0,11893.17,8031.5,0.0496,0,36–45,Baixo,1,
400000.0,Masculino,Pós-graduação,Casado,44,0,0,0,0,0,0,18432.0,24198.0,22584.0,22655.0,23417.0,16845.0,6838.0,2159.0,1000.0,3000.0,1008.0,1000.0,0,21355.17,2500.83,0.0534,0,36–45,Baixo,1,
120000.0,Masculino,Pós-graduação,Casado,34,2,2,2,2,2,2,97463.0,99018.0,100493.0,101937.0,104159.0,102324.0,4000.0,4000.0,4000.0,4000.0,0.0,8000.0,1,100899.0,4000.0,0.8408,6,26–35,Alto,3,1.0
330000.0,Masculino,Pós-graduação,Solteiro,39,0,0,0,0,0,0,365672.0,346014.0,334826.0,265256.0,264516.0,264079.0,12350.0,12780.0,9400.0,20000.0,9610.0,10200.0,0,306727.17,12390.0,0.9295,0,36–45,Alto,2,
30000.0,Masculino,Graduação,Solteiro,29,-1,-1,-1,-1,0,-1,390.0,390.0,390.0,1438.0,719.0,1588.0,390.0,390.0,1438.0,0.0,1588.0,0.0,0,819.17,634.33,0.0273,0,26–35,Baixo,1,
100000.0,Masculino,Ensino Médio,Casado,55,2,-1,-1,-1,-2,-1,435.0,435.0,285.0,-150.0,-585.0,1020.0,435.0,285.0,0.0,0.0,2040.0,0.0,0,240.0,460.0,0.0024,1,46–55,Médio,1,
140000.0,Masculino,Pós-graduação,Solteiro,37,-1,-1,-1,-1,-1,-1,291.0,291.0,291.0,291.0,291.0,441.0,291.0,291.0,291.0,291.0,441.0,291.0,0,316.0,316.0,0.0023,0,36–45,Baixo,1,
50000.0,Masculino,Outros,Solteiro,33,0,0,0,0,0,-2,45226.0,46080.0,32218.0,20650.0,0.0,0.0,1618.0,1647.0,1050.0,0.0,0.0,0.0,0,24029.0,719.17,0.4806,0,26–35,Baixo,0,
310000.0,Masculino,Pós-graduação,Solteiro,37,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,36–45,Baixo,1,
160000.0,Feminino,Ensino Médio,Casado,49,-2,-2,-1,-1,-1,-2,741.0,6339.0,3334.0,3086.0,6959.0,5404.0,6339.0,3338.0,3090.0,6971.0,5410.0,1816.0,0,4310.5,4494.0,0.0269,0,46–55,Baixo,1,
110000.0,Feminino,Pós-graduação,Solteiro,25,-2,-2,-2,-2,-2,-2,86107.0,83894.0,85037.0,44819.0,24512.0,25447.0,0.0,4000.0,2100.0,2000.0,1500.0,1500.0,0,58302.67,1850.0,0.53,0,Até 25,Médio,0,
20000.0,Masculino,Graduação,Casado,45,-2,-2,-2,-2,-2,-2,1651.0,0.0,390.0,390.0,780.0,0.0,0.0,390.0,390.0,780.0,0.0,0.0,0,535.17,260.0,0.0268,0,36–45,Baixo,1,
30000.0,Feminino,Ensino Médio,Solteiro,23,-1,-1,-1,-1,-1,-1,528.0,913.0,10773.0,916.0,3091.0,700.0,913.0,10773.0,916.0,3091.0,700.0,0.0,0,2820.17,2732.17,0.094,0,Até 25,Baixo,1,
50000.0,Masculino,Graduação,Casado,47,1,-1,-1,-1,-2,-2,0.0,835.0,226.0,-1300.0,-1300.0,-1300.0,835.0,226.0,0.0,0.0,0.0,0.0,0,-473.17,176.83,0.0,1,46–55,Médio,1,2.0
20000.0,Masculino,Ensino Médio,Solteiro,24,0,0,0,0,2,2,13470.0,14748.0,15761.0,17497.0,17075.0,19777.0,1500.0,1264.0,2000.0,0.0,3000.0,0.0,1,16388.0,1294.0,0.8194,2,Até 25,Alto,0,3.0
220000.0,Feminino,Pós-graduação,Solteiro,36,-1,-1,-1,-1,-1,-1,1838.0,921.0,943.0,1467.0,25075.0,6862.0,923.0,945.0,1471.0,25150.0,6882.0,7715.0,0,6184.33,7181.0,0.0281,0,36–45,Baixo,1,2.0
460000.0,Masculino,Pós-graduação,Solteiro,36,-1,-1,-1,0,0,0,11469.0,13749.0,32838.0,33203.0,3129.0,5945.0,13766.0,32871.0,21000.0,165.0,3551.0,28979.0,0,16722.17,16722.0,0.0364,0,36–45,Baixo,1,2.0
150000.0,Feminino,Pós-graduação,Solteiro,34,1,-2,-2,-2,-1,2,0.0,0.0,0.0,0.0,552.0,252.0,0.0,0.0,0.0,552.0,0.0,13404.0,1,134.0,2326.0,0.0009,2,26–35,Médio,1,
50000.0,Feminino,Ensino Médio,Casado,53,0,0,0,0,0,-2,20211.0,48672.0,34694.0,35503.0,2025.0,0.0,36396.0,1662.0,1471.0,2125.0,0.0,0.0,0,23517.5,6942.33,0.4704,0,46–55,Baixo,0,
100000.0,Feminino,Pós-graduação,Casado,32,2,0,0,0,0,2,98033.0,97995.0,98781.0,97946.0,101885.0,98015.0,4620.0,4700.0,3900.0,7900.0,0.0,7700.0,0,98775.83,4803.33,0.9878,2,26–35,Alto,0,
260000.0,Masculino,Pós-graduação,Casado,50,0,0,0,0,0,-1,115937.0,118957.0,119649.0,122448.0,-3353.0,123939.0,5800.0,6000.0,8000.0,40000.0,127292.0,6000.0,0,99596.17,32182.0,0.3831,0,46–55,Baixo,2,2.0
50000.0,Masculino,Ensino Médio,Casado,41,4,3,2,0,0,-1,52955.0,51847.0,50307.0,27707.0,28479.0,28979.0,0.0,0.0,0.0,974.0,31100.0,1200.0,1,40045.67,5545.67,0.8009,3,36–45,Alto,3,
50000.0,Feminino,Graduação,Solteiro,27,0,0,0,0,0,0,46465.0,47776.0,47626.0,45227.0,29436.0,10363.0,2367.0,1606.0,1198.0,1196.0,343.0,154.0,0,37815.5,1144.0,0.7563,0,26–35,Médio,0,
240000.0,Feminino,Pós-graduação,Solteiro,34,-1,-1,-2,-2,-2,-2,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,828.33,0.0,0.0035,0,26–35,Baixo,1,
230000.0,Masculino,Ensino Médio,Solteiro,24,0,0,0,0,2,0,82066.0,80317.0,70854.0,74413.0,72447.0,73418.0,4000.0,3500.0,6000.0,0.0,3000.0,2800.0,0,75585.83,3216.67,0.3286,1,Até 25,Médio,1,2.0
90000.0,Feminino,Graduação,Solteiro,28,0,0,0,0,0,2,69186.0,72450.0,73798.0,74682.0,79586.0,78261.0,5000.0,3158.0,2600.0,6000.0,0.0,19000.0,0,74660.5,5959.67,0.8296,1,26–35,Alto,0,
20000.0,Feminino,Graduação,Solteiro,22,0,0,2,0,0,0,5473.0,7492.0,4988.0,11680.0,6590.0,0.0,2300.0,0.0,102.0,1500.0,0.0,0.0,0,6037.17,650.33,0.3019,1,Até 25,Médio,0,
70000.0,Feminino,Ensino Médio,Solteiro,25,0,0,0,0,2,0,68658.0,68618.0,61208.0,50111.0,49207.0,50524.0,4500.0,2783.0,25000.0,0.0,3000.0,6000.0,0,58054.33,6880.5,0.8293,1,Até 25,Alto,0,3.0
260000.0,Masculino,Pós-graduação,Solteiro,29,0,0,0,0,0,0,128208.0,100939.0,92549.0,90038.0,88772.0,111287.0,17000.0,6000.0,5000.0,6500.0,25000.0,4000.0,0,101965.5,10583.33,0.3922,0,26–35,Baixo,1,
20000.0,Feminino,Graduação,Solteiro,35,1,2,0,0,-2,-2,14181.0,12467.0,6689.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1,5556.17,166.67,0.2778,2,26–35,Médio,0,
